id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_popularity,on_amazon,on_apple,on_disney,on_hbo,on_netflix,on_paramount
tm1019616,Saina,MOVIE,2021,,133,"['drama', 'sport']",['IN'],4.4,1.777,1.0,,,,,
tm1019722,Where the Land Meets the Sky,MOVIE,2021,,85,"['family', 'drama']",['US'],4.6,2.893,1.0,,,,,
tm101980,Smoke Screen,MOVIE,2010,PG,87,"['thriller', 'crime']",['US'],5.2,5.834,1.0,,,,,
tm1019822,Connected,MOVIE,2021,,42,[],[],,5.197,,,,,1.0,
tm1019865,Wild Dog,MOVIE,2021,,145,"['thriller', 'crime', 'action']",['IN'],6.1,3.231,,,,,1.0,
tm1019885,F3: Fun and Frustration,MOVIE,2022,,148,"['comedy', 'romance', 'family']",['IN'],5.5,11.729,,,,,1.0,
tm1020073,Thunder Force,MOVIE,2021,PG-13,107,"['scifi', 'comedy', 'fantasy', 'action']",['US'],4.4,47.631,,,,,1.0,
tm1020165,Amaraica,MOVIE,2020,,93,['drama'],['US'],5.2,3.486,,,,1.0,,
tm1020199,A Father's Legacy,MOVIE,2020,,90,['drama'],['US'],6.9,,1.0,,,,,
tm1020236,Eakam,MOVIE,2021,,125,"['drama', 'fantasy']",['IN'],8.2,0.911,1.0,,,,,
tm1020242,Good Luck Sakhi,MOVIE,2022,,118,"['drama', 'romance', 'comedy']",['IN'],7.3,5.079,1.0,,,,,
tm1020293,Dearest Boy,MOVIE,2021,,91,"['comedy', 'drama']",['SA'],6.0,1.55,,,,,1.0,
tm1020326,Deadly Illusions,MOVIE,2021,R,114,['thriller'],['US'],,18.367,,,,,1.0,
tm1020361,Africa's Piranha,MOVIE,2014,,46,['documentation'],['ZA'],,0.67,,,,,,1.0
tm1020368,Amazing Pigs,MOVIE,2019,,44,['documentation'],['GB'],,0.6,,,,,,1.0
tm1020438,Spiderhead,MOVIE,2022,R,106,"['scifi', 'thriller', 'drama', 'action', 'crime']",['US'],5.4,996.869,,,,,1.0,
tm1020516,House of Quarantine,MOVIE,2020,,81,['thriller'],['US'],6.6,1.527,1.0,,,,,
tm1020520,A Stand Worthy of Men,MOVIE,2021,,120,"['drama', 'comedy']",[],7.2,,,,,,1.0,
tm102056,Mr. Superinvisible,MOVIE,1970,G,91,"['scifi', 'comedy', 'fantasy', 'romance']","['ES', 'DE', 'IT', 'MC']",4.8,1.791,1.0,,,,,
tm102067,Multiple Maniacs,MOVIE,2022,,97,"['comedy', 'crime', 'horror']",['US'],6.5,5.72,,,,1.0,,
tm1020701,La Vocera,MOVIE,2020,,82,['documentation'],['MX'],7.2,1.679,,,,,1.0,
tm1020737,Vice President Kamala Harris: Chase the Dream,MOVIE,2021,,60,['documentation'],[],4.0,,1.0,,,,,
tm1020782,Somberi,MOVIE,2008,,120,['romance'],[],,,1.0,,,,,
tm1020820,Night Teeth,MOVIE,2021,,107,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']","['GB', 'US']",5.6,68.073,,,,,1.0,
tm1020851,Back to the Outback,MOVIE,2021,PG,95,"['animation', 'comedy', 'family']","['AU', 'US']",6.5,155.021,,,,,1.0,
tm102092,The Special Relationship,MOVIE,2010,,93,"['drama', 'history']","['GB', 'US']",6.7,5.296,,,,1.0,,
tm102099,Captain John Smith and Pocahontas,MOVIE,1953,,75,"['drama', 'romance', 'history']",['US'],4.4,1.714,1.0,,,,,1.0
tm102101,Sound of Noise,MOVIE,2010,R,102,"['comedy', 'european', 'music', 'romance', 'thriller', 'crime']","['FR', 'SE']",7.2,7.019,1.0,,,,,
tm102106,The Marathon,MOVIE,1919,,14,['comedy'],['US'],,1.333,,,,1.0,,
tm1021253,Sharks of the Corn,MOVIE,2021,,105,['horror'],[],1.8,2.242,1.0,,,,,
tm1021272,La Condesa,MOVIE,2020,,82,['thriller'],[],5.1,,1.0,,,,,
tm1021342,Saltwater: The Battle for Ramree Island,MOVIE,2021,,82,['action'],['GB'],2.5,4.059,1.0,,,,,
tm102135,The Aristocats,MOVIE,1970,G,78,"['animation', 'comedy', 'family']",['US'],7.1,61.914,,,1.0,,,
tm102137,Elvis: That's the Way It Is,MOVIE,1970,G,97,"['music', 'documentation']",['US'],7.9,5.33,,,,1.0,,
tm1021576,The Adventures of Major Miracle,MOVIE,2020,,71,['family'],[],9.1,,1.0,,,,,
tm1021642,Remembering Vietnam: The Wall at 25,MOVIE,2007,,46,['documentation'],[],,0.6,,,,,,1.0
tm1021689,The Door Into Summer,MOVIE,2021,,118,['scifi'],[],6.3,,,,,,1.0,
tm1021708,EurOpen People,MOVIE,2019,,61,['documentation'],[],,,1.0,,,,,
tm1021871,The Starling,MOVIE,2021,PG-13,102,"['comedy', 'drama', 'fantasy']",['US'],6.3,24.671,,,,,1.0,
tm102191,"Waiting for ""Superman""",MOVIE,2010,PG,111,['documentation'],['US'],7.4,7.944,,,,,,1.0
tm10220,Strange Days,MOVIE,1995,R,145,"['drama', 'thriller', 'crime', 'scifi', 'action']",['US'],7.2,18.584,,,,1.0,,
tm1022103,Outlaws,MOVIE,2021,R,125,"['crime', 'action', 'thriller']",['ES'],6.9,67.192,,,,,1.0,
tm1022116,Hunt For the Lost Superfleet,MOVIE,2020,,46,['documentation'],[],,0.6,,,,,,1.0
tm102214,The Sorcerer's Apprentice,MOVIE,2010,PG,109,"['fantasy', 'action', 'family', 'european']",['US'],6.1,24.302,,,1.0,,,
tm1022146,My True Fairytale,MOVIE,2021,,86,"['thriller', 'drama']",['US'],6.6,3.052,1.0,,,,,
tm1022165,Free Byrd,MOVIE,2021,PG-13,89,['comedy'],['US'],4.9,2.878,1.0,,,,,
tm1022169,Mirugaa,MOVIE,2021,,130,['thriller'],['IN'],,2.453,1.0,,,,,
tm1022280,Maha Samudram,MOVIE,2021,,152,['drama'],['IN'],,1.855,,,,,1.0,
tm10223,The Iron Mask,MOVIE,1929,,103,"['action', 'drama', 'history', 'romance']",['US'],7.0,2.273,1.0,,,,,1.0
tm1022309,The Struggle II: The Dilemma,MOVIE,2021,,102,[],[],,0.833,1.0,,,,,
tm102234,Biutiful,MOVIE,2010,R,148,"['drama', 'european', 'romance']","['MX', 'ES']",7.4,9.397,1.0,,,,,
tm102244,All That Glitters,MOVIE,2010,,100,"['comedy', 'european']",['FR'],6.0,7.063,1.0,,,,,
tm102257,Batman: Under the Red Hood,MOVIE,2010,PG-13,75,"['animation', 'crime', 'action']",['US'],,20.151,,,,1.0,,
tm1022654,Lawyer Viswanath,MOVIE,2021,,132,"['thriller', 'comedy', 'drama']",['IN'],8.3,0.644,1.0,,,,,
tm102269,Robert Klein: Unfair & Unbalanced,MOVIE,2010,,60,"['comedy', 'documentation']",['US'],6.1,1.959,,,,1.0,,
tm1022859,American Mobster: Retribution,MOVIE,2021,,71,['action'],[],6.2,1.101,1.0,,,,,
tm1022893,Dynasty Warriors,MOVIE,2021,PG-13,118,"['action', 'fantasy']","['NZ', 'HK']",4.7,165.339,,,,,1.0,
tm1022912,One,MOVIE,2021,,150,"['drama', 'thriller']",['IN'],6.5,2.237,,,,,1.0,
tm1022912,One,MOVIE,2021,,151,"['drama', 'thriller']",['IN'],6.5,2.124,1.0,,,,,
tm102295,Crimson Romance,MOVIE,1934,,71,"['drama', 'action', 'war']",['US'],5.6,1.71,1.0,,,,,
tm1022953,Who We Are: A Chronicle of Racism in America,MOVIE,2022,PG-13,117,['documentation'],['US'],6.2,3.747,,,,,1.0,
tm1023082,South ParQ: Vaccination Special,MOVIE,2021,R,47,"['comedy', 'animation']",['US'],,2.744,,,,1.0,,
tm1023211,Kartha,MOVIE,2021,,155,['drama'],[],8.7,0.6,1.0,,,,,
tm1023238,Bannerghatta,MOVIE,2021,G,80,"['crime', 'drama', 'horror', 'thriller']",['IN'],6.5,1.247,1.0,,,,,
tm102337,A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],5.2,39.672,,,,,1.0,
tm1023388,Madame Claude,MOVIE,2021,,112,"['crime', 'drama', 'romance']",['FR'],5.4,15.666,,,,,1.0,
tm1023398,Fern Brady: Power & Chaos,MOVIE,2021,,55,['comedy'],[],7.7,0.6,1.0,,,,,
tm1023413,Forget Everything and Run,MOVIE,2021,,101,"['horror', 'thriller', 'action']",['US'],3.7,8.484,1.0,,,,,
tm1023438,Trapped,MOVIE,2021,,77,['drama'],['EG'],6.4,1.631,,,,,1.0,
tm1023447,Climax,MOVIE,2021,,80,['thriller'],['IN'],8.0,1.213,1.0,,,,,
tm1023507,"Love, Life & Pakodi",MOVIE,2021,,114,['romance'],['IN'],6.2,0.689,1.0,,,,,
tm1023529,About Pie,MOVIE,2021,,87,['comedy'],['US'],6.1,1.283,1.0,,,,,
tm102355,Starstruck,MOVIE,2010,G,90,"['romance', 'comedy', 'family', 'music']",['US'],6.2,16.01,,,1.0,,,
tm10236,Before Sunrise,MOVIE,1995,R,105,"['drama', 'romance', 'european']","['US', 'AT', 'CH']",8.1,24.021,,,,1.0,,
tm102394,The Secret World of Arrietty,MOVIE,2010,G,94,"['animation', 'family', 'fantasy', 'drama']","['JP', 'FR']",7.6,34.351,,,,1.0,,
tm102398,The Godsend,MOVIE,1980,R,90,"['horror', 'thriller', 'drama']",['GB'],5.2,2.665,1.0,,,,,1.0
tm1023985,The Day Sports Stood Still,MOVIE,2021,,95,"['documentation', 'sport']",['US'],5.9,4.171,,,,1.0,,
tm1024062,Nayattu,MOVIE,2021,,124,"['thriller', 'drama', 'crime']",['IN'],8.1,2.432,,,,,1.0,
tm102440,Superman/Batman: Apocalypse,MOVIE,2010,PG-13,78,"['action', 'animation']",['US'],7.0,24.479,,,,1.0,,
tm102441,Tokyo Story,MOVIE,1953,,136,['drama'],['JP'],8.2,12.296,,,,1.0,,
tm1024535,The Guardian,MOVIE,2021,,127,"['drama', 'horror', 'music', 'thriller', 'crime']",['VN'],5.7,2.932,,,,,1.0,
tm1024741,One More Flip,MOVIE,2021,,90,"['drama', 'crime']",['US'],6.4,2.27,1.0,,,,,
tm1024860,Max Steel: Turbo Charged,MOVIE,2017,,44,"['animation', 'action', 'comedy']",[],,1.96,1.0,,,,,
tm1024870,Theethum Nandrum,MOVIE,2021,,143,['action'],[],6.2,,1.0,,,,,
tm1024887,Ganesapuram,MOVIE,2021,,146,['drama'],['IN'],5.6,,1.0,,,,,
tm1024896,Dog Years,MOVIE,2021,,97,"['comedy', 'romance']",['IT'],5.7,52.934,1.0,,,,,
tm1024914,Nootokka Zillala Andagaadu,MOVIE,2021,,125,"['comedy', 'drama']",['IN'],6.4,,1.0,,,,,
tm102502,Bill Maher: But I'm Not Wrong,MOVIE,2010,,79,"['comedy', 'documentation']",['US'],7.0,3.864,,,,1.0,,
tm1025318,Ajeeb Daastaans,MOVIE,2021,,142,"['drama', 'romance']",['IN'],6.7,5.751,,,,,1.0,
tm1025493,Dasvi,MOVIE,2022,,125,"['comedy', 'drama']",['IN'],7.4,3.327,,,,,1.0,
tm1025503,The Purple Night,MOVIE,2021,,59,['action'],[],6.1,0.84,1.0,,,,,
tm1025616,Loyiso Gola: Unlearning,MOVIE,2021,,60,['comedy'],[],5.9,1.884,,,,,1.0,
tm1025727,The Walkers,MOVIE,2021,,50,"['comedy', 'drama']",[],3.2,,1.0,,,,,
tm102580,Underground,MOVIE,1970,PG-13,100,"['thriller', 'drama', 'war']","['US', 'GB']",5.1,1.7,1.0,,,,,1.0
tm1025820,Before I'm Dead,MOVIE,2021,,83,"['thriller', 'drama', 'scifi']",[],4.8,0.682,1.0,,,,,
tm1026043,Just in Time,MOVIE,2021,,91,"['comedy', 'drama', 'family']",['KE'],6.9,1.219,,,,,1.0,
tm102617,Mahler on the Couch,MOVIE,2010,,97,"['drama', 'european', 'romance']","['AT', 'DE']",6.1,1.533,1.0,,,,,
tm102621,Magic & Bird: A Courtship of Rivals,MOVIE,2010,,88,"['drama', 'sport', 'documentation']",['US'],8.3,4.228,,,,1.0,,
tm1026231,Reframe THEATER EXPERIENCE with you,MOVIE,2020,,84,['music'],['JP'],,1.554,,,,,1.0,
tm1026240,Perfume Imaginary Museum “Time Warp”,MOVIE,2020,,53,['music'],['JP'],6.5,1.555,,,,,1.0,
tm102647,Fernando Nation,MOVIE,2010,,52,['documentation'],['US'],,0.85,,,1.0,,,
tm10265,Stonewall,MOVIE,1995,PG,99,"['comedy', 'drama', 'romance']","['GB', 'US']",7.0,2.64,1.0,,,,,
tm102693,180° South,MOVIE,2010,PG,86,"['drama', 'comedy', 'sport', 'documentation']",['US'],7.5,2.942,1.0,,,,,
tm102701,12th & Delaware,MOVIE,2010,,90,"['documentation', 'drama']",['US'],7.3,2.973,,,,1.0,,
tm1027081,Blood Red Sky,MOVIE,2021,,121,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']",6.1,57.545,,,,,1.0,
tm1027177,Sarbath,MOVIE,2021,,112,"['romance', 'drama', 'comedy']",['IN'],5.6,1.951,,,,,1.0,
tm1027219,Venom Coast,MOVIE,2021,,93,"['horror', 'thriller']",['US'],3.1,4.338,1.0,,,,,
tm1027297,Time,MOVIE,2021,,98,"['comedy', 'drama']",['HK'],,1.881,,,,,1.0,
tm1027350,Morat: Balas Perdidas,MOVIE,2021,,116,"['documentation', 'music', 'european']","['CO', 'ES']",8.1,7.975,1.0,,,,,
tm10274,An Autumn Afternoon,MOVIE,1962,,114,['drama'],['JP'],8.1,12.639,,,,1.0,,
tm1027639,Annaatthe,MOVIE,2021,,163,"['drama', 'action', 'comedy']",['IN'],4.0,3.922,,,,,1.0,
tm1027712,This Little Love of Mine,MOVIE,2021,G,91,"['romance', 'comedy']",['AU'],5.3,12.97,,,,,1.0,
tm1027745,The Story of the Faithful Wookiee,MOVIE,1978,,9,['animation'],['US'],,2.253,,,1.0,,,
tm102776,His Royal Slyness,MOVIE,1920,,27,['comedy'],['US'],,1.398,,,,1.0,,
tm102781,Headin' Home,MOVIE,1920,,71,"['comedy', 'drama', 'sport']",['US'],5.2,1.903,1.0,,,,,1.0
tm1027885,Hello Charlie,MOVIE,2021,,102,"['comedy', 'action']",['IN'],6.0,3.821,1.0,,,,,
tm1027957,Thaen,MOVIE,2021,,121,['drama'],['IN'],,0.713,1.0,,,,,
tm1028015,Constantine: The House of Mystery,MOVIE,2022,R,27,"['animation', 'action', 'horror']",['US'],,59.112,,,,1.0,,
tm1028026,Irul,MOVIE,2021,,91,['thriller'],['IN'],5.8,1.886,,,,,1.0,
tm1028068,Wave of Cinema: Generasi 90an,MOVIE,2020,,51,['music'],['ID'],,0.619,,,,,1.0,
tm1028083,Red Snow,MOVIE,2019,,100,['drama'],['CA'],4.5,2.503,,,,,1.0,
tm1028084,Pink: All I Know So Far,MOVIE,2021,,99,"['documentation', 'music']",['US'],7.8,4.656,1.0,,,,,
tm1028128,Chu Liuxiang: The Beginning,MOVIE,2021,,78,['drama'],['CN'],,1.915,1.0,,,,,
tm1028298,He's All That,MOVIE,2021,R,91,"['comedy', 'romance']",['US'],4.3,79.838,,,,,1.0,
tm102846,Love Story,MOVIE,1970,PG,99,"['drama', 'romance', 'european']",['US'],6.0,9.505,,,,,,1.0
tm102848,Peepli Live,MOVIE,2010,PG,104,"['drama', 'comedy']",['IN'],7.4,3.404,,,,,1.0,
tm1028552,Belfast,MOVIE,2021,PG-13,98,"['drama', 'history']",['GB'],7.3,12.662,,,,1.0,,
tm1028745,Cerebrum,MOVIE,2021,,120,"['scifi', 'thriller']",['US'],3.8,2.71,1.0,,,,,
tm1028757,Aanum Pennum,MOVIE,2021,PG,97,['drama'],['IN'],5.6,1.4,1.0,,,,,
tm1028773,Nizhal,MOVIE,2021,,118,"['thriller', 'drama']",['IN'],6.3,2.219,1.0,,,,,
tm1028784,A Little Italian Vacation,MOVIE,2021,,78,"['romance', 'comedy', 'drama']",[],4.0,3.686,1.0,,,,,
tm10288,Cover-Up,MOVIE,1991,R,90,"['thriller', 'action']","['GB', 'IL']",4.3,2.625,1.0,,,,,
tm1028810,The Terrible Adventure,MOVIE,2021,,93,"['comedy', 'action', 'family']",['US'],4.7,0.886,1.0,,,,,
tm1028857,Pogaru,MOVIE,2021,,160,"['action', 'thriller']",['IN'],5.7,2.455,1.0,,,,,
tm102887,A Story of Floating Weeds,MOVIE,1934,,86,['drama'],['JP'],7.7,4.572,,,,1.0,,
tm1029035,The Believer,MOVIE,2021,,91,"['horror', 'crime']",['US'],3.9,1.962,1.0,,,,,
tm1029256,Ferry,MOVIE,2021,,106,"['drama', 'action', 'crime', 'thriller']","['BE', 'NL']",7.0,29.798,,,,,1.0,
tm1029279,Dolly Parton: A MusiCares Tribute,MOVIE,2021,,55,"['music', 'documentation']",['US'],6.6,5.064,,,,,1.0,
tm1029297,Cry Macho,MOVIE,2021,PG-13,104,"['drama', 'western', 'thriller']",['US'],5.7,17.402,,,,1.0,,
tm102930,Don's Fountain of Youth,MOVIE,1953,,6,['animation'],['US'],,3.244,,,1.0,,,
tm1029314,Have You Ever Seen Fireflies?,MOVIE,2021,,113,"['drama', 'comedy']",['TR'],6.1,4.109,,,,,1.0,
tm1029322,Alien Conquest,MOVIE,2021,PG-13,87,"['scifi', 'action']",[],2.8,12.541,1.0,,,,,
tm1029382,Donny's Bar Mitzvah,MOVIE,2021,,79,"['comedy', 'drama']",['US'],7.2,2.962,1.0,,,,,
tm1029473,Slaying the Dragon: Reloaded,MOVIE,2011,,30,['documentation'],['US'],,0.6,1.0,,,,,
tm1029478,Munduvareda Adhyaya,MOVIE,2021,,102,['thriller'],['IN'],,0.699,1.0,,,,,
tm102960,The McMasters,MOVIE,1970,,90,"['western', 'action', 'drama']",['US'],6.0,2.992,1.0,,,,,
tm1029613,Making Sense,MOVIE,2021,,84,"['scifi', 'drama']",['US'],5.0,2.666,1.0,,,,,
tm102966,A Family Is a Family Is a Family: A Rosie O'Donnell Celebration,MOVIE,2010,,41,"['documentation', 'drama', 'family']",['US'],5.9,1.08,,,,1.0,,
tm1029674,Taylor Swift America's Sweetheart,MOVIE,2015,,59,[],['US'],,,1.0,,,,,
tm1029681,Miraculous World: Shanghai – The Legend of Ladydragon,MOVIE,2021,,52,['comedy'],"['FR', 'US']",,272.763,,,1.0,,,
tm1029894,Octopus Volcano,MOVIE,2007,,50,['documentation'],[],,0.666,1.0,,,,,
tm1029987,Kala,MOVIE,2021,,127,['thriller'],['IN'],,1.255,1.0,,,,,
tm1030071,Mandela,MOVIE,2021,,144,"['comedy', 'drama']",['IN'],,3.11,,,,,1.0,
tm1030095,Black Power: A British Story of Resistance,MOVIE,2021,,89,"['documentation', 'history']",['GB'],4.2,3.657,1.0,,,,,
tm10301,Sólo con tu pareja,MOVIE,1991,,94,"['romance', 'drama', 'comedy']",['MX'],6.8,2.424,1.0,,,,,
tm103012,Gas-s-s-s !,MOVIE,1970,R,79,"['drama', 'comedy', 'scifi']",['US'],4.2,3.425,1.0,,,,,1.0
tm103017,Gamera vs. Jiger,MOVIE,1970,,83,"['scifi', 'action', 'family']",['JP'],5.4,4.582,1.0,,,,,
tm1030241,Kurup,MOVIE,2021,,155,"['thriller', 'crime']",['IN'],7.1,3.893,,,,,1.0,
tm103026,The Outsider,MOVIE,1980,R,128,"['drama', 'history', 'thriller']",['US'],6.8,1.407,1.0,,,,,1.0
tm1030283,Why Did You Kill Me?,MOVIE,2021,R,83,"['crime', 'documentation']",['US'],5.6,14.666,,,,,1.0,
tm103037,Gimme Shelter,MOVIE,1970,R,92,"['music', 'documentation', 'thriller']",['US'],7.8,6.773,,,,1.0,,
tm103040,Raging Bull,MOVIE,1980,R,129,"['drama', 'sport']",['US'],8.2,18.124,1.0,,,,,
tm103040,Raging Bull,MOVIE,1980,R,129,"['drama', 'sport']",['US'],8.2,21.729,,,,1.0,,
tm1030495,Two,MOVIE,2021,,71,"['horror', 'thriller']",['ES'],,236.797,,,,,1.0,
tm1030667,What the Shark?,MOVIE,2020,PG-13,44,['documentation'],[],,1.461,,,1.0,,,
tm1030671,Cinemavala,MOVIE,2021,,44,['drama'],['IN'],,0.6,1.0,,,,,
tm1030742,One Like It,MOVIE,2020,,14,[],[],,0.961,,,,,1.0,
tm103076,Cry of the Banshee,MOVIE,1970,R,91,['horror'],['GB'],5.5,4.976,1.0,,,,,1.0
tm103090,Last of the Pony Riders,MOVIE,1953,,58,"['western', 'drama', 'music', 'action', 'comedy']",['US'],6.8,0.6,1.0,,,,,
tm103095,Ip Man 2,MOVIE,2010,R,108,"['drama', 'action', 'history', 'sport']","['HK', 'CN']",7.5,4.516,,,,,1.0,
tm1031016,Marked,MOVIE,2019,,45,['documentation'],['NG'],,0.611,,,,,1.0,
tm1031102,The Year Earth Changed,MOVIE,2021,PG,48,['documentation'],"['TR', 'GB']",8.2,7.198,,1.0,,,,
tm1031132,Our Towns,MOVIE,2021,,97,['documentation'],['US'],6.4,4.001,,,,1.0,,
tm1031186,Heroes: Silence and Rock & Roll,MOVIE,2021,,94,"['documentation', 'music']",['ES'],7.5,14.086,,,,,1.0,
tm10313,Knife in the Water,MOVIE,1962,,94,"['thriller', 'drama', 'european']",['PL'],7.4,8.704,,,,1.0,,
tm103133,Karthik Calling Karthik,MOVIE,2010,PG,135,"['thriller', 'drama', 'romance']",['IN'],7.1,4.449,1.0,,,,,
tm103133,Karthik Calling Karthik,MOVIE,2010,PG,135,"['thriller', 'romance', 'drama']",['IN'],7.1,7.725,,,,,1.0,
tm1031371,One and the Same,MOVIE,2021,,110,['scifi'],['US'],6.3,3.731,1.0,,,,,
tm1031388,Joji,MOVIE,2021,,113,"['crime', 'drama']",['IN'],7.8,4.778,1.0,,,,,
tm1031448,Barbie & Chelsea: The Lost Birthday,MOVIE,2021,,60,['animation'],['US'],,69.565,,,,,1.0,
tm1031474,22 vs. Earth,MOVIE,2021,G,9,['fantasy'],['US'],,94.745,,,1.0,,,
tm1031499,Get the Grift,MOVIE,2021,,94,"['crime', 'comedy']",['BR'],5.3,20.388,,,,,1.0,
tm1031525,Eggs,MOVIE,2021,,87,['animation'],[],5.8,1.027,1.0,,,,,
tm1031543,Sideshow,MOVIE,2020,,94,['comedy'],['GB'],5.6,2.587,1.0,,,,,
tm103155,Cromwell,MOVIE,1970,G,139,"['drama', 'history', 'war']",['GB'],6.9,6.127,1.0,,,,,
tm1031687,Everybody's Talking About Jamie,MOVIE,2021,PG-13,115,"['drama', 'comedy']","['GB', 'US']",6.3,10.008,1.0,,,,,
tm103181,You Again,MOVIE,2010,PG,105,"['comedy', 'romance']",['US'],5.7,25.671,,,1.0,,,
tm103183,The Joe Louis Story,MOVIE,1953,,88,"['drama', 'sport']",['US'],5.8,1.467,1.0,,,,,1.0
tm1031868,Memories of Reality,MOVIE,2021,,98,"['drama', 'thriller']",['US'],,1.106,1.0,,,,,
tm1031933,Monster Pets: A Hotel Transylvania Short,MOVIE,2021,G,6,"['fantasy', 'comedy']",['US'],,200.665,1.0,,,,,
tm1031976,Dhamaka,MOVIE,2021,,104,"['thriller', 'crime', 'drama', 'action']",['IN'],7.2,72.416,,,,,1.0,
tm1032011,Yukon's Wild Grizzlies,MOVIE,2021,G,44,['documentation'],[],,0.6,,,,,,1.0
tm103206,Hal Sparks: Charmageddon,MOVIE,2010,,63,['comedy'],['US'],7.1,2.45,1.0,,,,,
tm1032312,The Darkness,MOVIE,2021,,95,['horror'],['GB'],2.8,2.59,1.0,,,,,
tm103232,I Walk the Line,MOVIE,1970,PG-13,97,"['drama', 'action']",['US'],5.1,3.508,1.0,,,,,
tm1032340,American Traitor: The Trial of Axis Sally,MOVIE,2021,R,107,['drama'],['US'],5.6,15.142,1.0,,,,,
tm1032351,Zebra Girl,MOVIE,2021,,79,"['thriller', 'comedy']",[],6.5,3.476,1.0,,,,,
tm103236,The Wages of Fear,MOVIE,1953,PG-13,153,"['thriller', 'drama', 'european']","['FR', 'IT']",8.2,11.243,,,,1.0,,
tm1032382,The Real Black Panther,MOVIE,2020,,44,['documentation'],[],,4.662,,,1.0,,,
tm1032449,Veyil,MOVIE,2022,,155,"['thriller', 'drama']",['IN'],6.4,2.745,1.0,,,,,
tm1032489,Star,MOVIE,2021,,120,['thriller'],['IN'],,2.543,1.0,,,,,
tm1032549,Well Done Baby,MOVIE,2021,,99,['drama'],['IN'],,0.6,1.0,,,,,
tm103259,Monsieur Hulot's Holiday,MOVIE,1953,,87,"['comedy', 'european']",['FR'],7.3,13.468,,,,1.0,,
tm103270,Cotton Comes to Harlem,MOVIE,1970,R,97,"['comedy', 'action', 'crime']",['US'],6.5,5.095,1.0,,,,,
tm1032748,Mummy Dearest,MOVIE,2021,,94,['thriller'],['US'],,16.997,1.0,,,,,
tm1032804,The Forbidden Wish,MOVIE,2021,,102,['drama'],['US'],5.4,0.6,1.0,,,,,
tm1032901,Empire of Light,MOVIE,2022,R,115,"['drama', 'romance']",['GB'],6.6,108.093,,,,1.0,,
tm1032908,The Wrong Path,MOVIE,2021,,87,['thriller'],[],3.7,3.01,1.0,,,,,
tm1032930,Farm to Fork to Love,MOVIE,2021,,87,['romance'],['US'],5.7,23.068,1.0,,,,,
tm1032946,Ester Steinberg: Burning Bush,MOVIE,2021,PG-13,54,['comedy'],['XX'],5.1,0.68,1.0,,,,,
tm1032950,The Last Kids on Earth: Happy Apocalypse to You,MOVIE,2021,G,91,['fantasy'],['CA'],,3.02,,,,,1.0,
tm1032952,Finding You,MOVIE,2021,PG,119,"['drama', 'romance']",['US'],6.3,31.429,1.0,,,,,
tm1033103,Killer Among Us,MOVIE,2021,,80,"['thriller', 'horror']",['US'],4.6,3.102,1.0,,,,,
tm1033158,Kuriyan Jawan Bapu Preshaan,MOVIE,2021,,108,"['comedy', 'drama']",['IN'],6.1,1.256,1.0,,,,,
tm1033249,Lucy the Human Chimp,MOVIE,2021,PG-13,79,['documentation'],['GB'],7.4,3.095,,,,1.0,,
tm1033269,Diana: The Royal Truth,MOVIE,2017,,61,['documentation'],['XX'],7.4,0.6,1.0,,,,,
tm1033369,Plastic Island,MOVIE,2021,,102,['documentation'],['ID'],8.0,1.4,,,,,1.0,
tm1033470,Till Death,MOVIE,2021,R,89,"['horror', 'thriller']",['US'],5.8,21.514,,,,,1.0,
tm1033489,Nemesis,MOVIE,2017,,78,['thriller'],[],3.8,,1.0,,,,,
tm1033627,Wildest California,MOVIE,2021,,44,[],[],,0.6,,,,,,1.0
tm1033635,Sisters on Track,MOVIE,2021,PG,96,"['documentation', 'sport']",['US'],5.8,7.433,,,,,1.0,
tm1033715,Into the Wild Tibet,MOVIE,2020,,44,[],[],,0.6,,,,,,1.0
tm1033803,Searching for Sheela,MOVIE,2021,,58,"['documentation', 'crime']",['IN'],4.3,5.135,,,,,1.0,
tm103419,From Here to Eternity,MOVIE,1953,,118,"['drama', 'war', 'romance']",['US'],7.6,12.845,,,,1.0,,
tm1034262,The Pizza Joint,MOVIE,2021,,90,"['crime', 'comedy', 'action']",[],4.3,2.771,1.0,,,,,
tm1034308,Endangered Species,MOVIE,2021,R,101,"['thriller', 'action']","['KE', 'US']",4.7,41.634,1.0,,,,,
tm1034352,Time,MOVIE,2020,PG-13,81,['documentation'],['US'],6.8,11.514,1.0,,,,,
tm1034384,Kuruthi,MOVIE,2021,,122,['thriller'],['IN'],7.6,2.057,1.0,,,,,
tm103443,Murder at My Door,MOVIE,1996,PG-13,96,"['thriller', 'drama']",['CA'],4.8,2.473,1.0,,,,,
tm103448,Muppet Treasure Island,MOVIE,1996,G,100,"['comedy', 'family', 'romance', 'action']","['US', 'GB']",6.9,17.373,,,1.0,,,
tm1034489,Knights of Newgate,MOVIE,2021,,85,['fantasy'],['GB'],3.3,2.972,1.0,,,,,
