id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_popularity,on_amazon,on_apple,on_disney,on_hbo,on_netflix,on_paramount
tm301024,Wedding Unplanned,MOVIE,2017,,94,"['romance', 'comedy', 'drama', 'european']",['FR'],5.7,8.244,,,,,1.0,
tm301043,Holy Cross,MOVIE,2003,,90,['drama'],"['IE', 'GB']",7.2,1.025,1.0,,,,,
tm301058,Scooby-Doo! Shaggy's Showdown,MOVIE,2017,PG,80,"['animation', 'thriller', 'western']",['US'],,18.732,,,,1.0,,
tm30132,Baabul,MOVIE,2006,G,169,"['drama', 'family', 'romance']",['IN'],5.4,2.853,1.0,,,,,
tm30136,Pineapple Express,MOVIE,2008,R,111,"['comedy', 'action', 'crime']",['US'],6.9,20.787,1.0,,,,,
tm30170,Don,MOVIE,2006,PG-13,167,"['thriller', 'crime', 'action', 'european']",['IN'],7.1,8.892,,,,,1.0,
tm30170,Don,MOVIE,2006,PG-13,178,"['thriller', 'crime', 'action', 'european']",['IN'],7.1,7.261,1.0,,,,,
tm30173,Doctor of Doom,MOVIE,1963,,80,"['scifi', 'crime', 'action', 'horror']",['MX'],4.8,1.168,1.0,,,,,
tm30181,Snakes and Earrings,MOVIE,2008,,125,"['romance', 'thriller']",['JP'],6.2,3.47,1.0,,,,,
tm30205,Ip Man,MOVIE,2008,R,106,"['drama', 'fantasy', 'comedy', 'history', 'action']",['HK'],8.0,21.074,,,,,1.0,
tm30207,Irish Jam,MOVIE,2006,PG-13,94,['comedy'],"['GB', 'US']",5.1,5.183,1.0,,,,,
tm3021,Babes in the Woods,MOVIE,1932,,8,['animation'],['US'],,2.971,,,1.0,,,
tm30225,What Happens in Vegas,MOVIE,2008,PG-13,99,"['comedy', 'romance']",['US'],6.1,17.168,,,,1.0,,
tm30228,Breaking the Maya Code,MOVIE,2008,,116,"['thriller', 'documentation']",['US'],7.6,1.32,1.0,,,,,1.0
tm30250,Forgiving Dr. Mengele,MOVIE,2006,,82,['documentation'],['US'],7.1,1.25,1.0,,,,,1.0
tm30266,McLintock!,MOVIE,1963,,127,"['western', 'romance', 'comedy']",['US'],7.1,13.737,1.0,,,,,1.0
tm30278,Vettai,MOVIE,2012,,150,"['action', 'thriller']",['IN'],6.0,3.941,,,,,1.0,
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"['comedy', 'documentation']",['US'],8.0,4.891,1.0,,,,,
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"['comedy', 'documentation']",['US'],8.0,5.406,,,,,1.0,
tm30316,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,MOVIE,2008,G,82,"['documentation', 'music']",['US'],2.5,7.174,,,1.0,,,
tm30335,Hank and Mike,MOVIE,2008,R,86,"['comedy', 'fantasy']",['US'],5.8,2.988,1.0,,,,,
tm30342,Justice League: Doom,MOVIE,2012,PG-13,77,"['action', 'animation']",['US'],,31.407,,,,1.0,,
tm30426,The Incredible Journey,MOVIE,1963,G,80,"['family', 'action', 'drama', 'comedy']","['CA', 'US']",7.0,4.578,,,1.0,,,
tm30433,The Fox and the Hound 2,MOVIE,2006,G,69,['animation'],['US'],,52.276,,,1.0,,,
tm305066,Lift Me Up,MOVIE,2015,,108,"['drama', 'family']",['US'],5.7,3.378,1.0,,,,,
tm305112,The Fortress,MOVIE,2017,,140,"['drama', 'action', 'history', 'war', 'thriller']",['KR'],6.8,10.294,,,,,1.0,
tm305113,Dune,MOVIE,2021,PG-13,156,"['action', 'scifi', 'drama']",['US'],8.0,97.774,,,,1.0,,
tm305129,Sing 2,MOVIE,2021,PG,110,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",['US'],7.4,545.619,,,,,1.0,
tm305136,Blue/Orange,MOVIE,2005,,90,"['comedy', 'drama']",['GB'],6.1,2.369,1.0,,,,,
tm305209,Cars Toon Mater's Tall Tales,MOVIE,2010,G,35,"['animation', 'family', 'comedy']",['US'],,33.155,,,1.0,,,
tm305227,Daniel Sosa: Sosafado,MOVIE,2017,,77,['comedy'],['MX'],5.4,0.724,,,,,1.0,
tm305230,Tangled: Before Ever After,MOVIE,2017,G,55,"['comedy', 'fantasy', 'action', 'family', 'animation']",['US'],6.6,25.412,,,1.0,,,
tm305273,A Midsummer's Hawaiian Dream,MOVIE,2016,,84,"['comedy', 'romance']",['US'],4.5,3.07,1.0,,,,,
tm305296,Cold Pursuit,MOVIE,2019,R,119,"['thriller', 'action', 'comedy', 'crime', 'drama']","['US', 'CA', 'FR', 'GB']",6.2,34.861,,,,1.0,,
tm305433,Rocko's Modern Life: Static Cling,MOVIE,2019,,45,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']",['US'],6.9,10.256,,,,,1.0,
tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,,81,"['animation', 'comedy', 'family', 'fantasy', 'thriller']",['US'],7.5,16.413,,,,,1.0,
tm305437,Hey Arnold! The Jungle Movie,MOVIE,2017,,81,"['comedy', 'animation', 'action', 'family', 'fantasy']",['US'],7.5,20.281,,,,,,1.0
tm305439,A Rape in a Small Town: The Florence Holway Story,MOVIE,2005,,72,"['documentation', 'crime']",['US'],7.2,1.767,,,,1.0,,
tm305486,Newton,MOVIE,2017,,106,"['comedy', 'drama']",['IN'],7.6,6.698,1.0,,,,,
tm305641,Steve Hofstetter: Ginger Kid,MOVIE,2015,,64,['comedy'],['US'],6.6,1.724,1.0,,,,,
tm30577,Recount,MOVIE,2008,PG-13,111,"['drama', 'history']",['US'],7.3,9.145,,,,1.0,,
tm305786,Hara Hara Mahadevaki,MOVIE,2017,,140,"['comedy', 'drama', 'romance']",['IN'],5.2,2.775,1.0,,,,,
tm30584,Wreck-It Ralph,MOVIE,2012,PG,120,"['comedy', 'animation', 'family', 'fantasy', 'scifi']",['US'],7.7,94.096,,,1.0,,,
tm305941,"Nick Cannon: Stand Up, Don't Shoot",MOVIE,2017,,62,['comedy'],['US'],3.2,2.288,1.0,,,,,
tm305952,Rules of Love,MOVIE,2010,,74,['music'],['GB'],5.9,1.968,1.0,,,,,
tm30603,Hancock,MOVIE,2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],6.4,121.985,,,,,1.0,
tm306170,Cold War,MOVIE,2018,R,88,"['romance', 'drama', 'history', 'music', 'european']","['FR', 'PL', 'GB']",7.5,12.422,1.0,,,,,
tm306239,It Happened One Valentine's,MOVIE,2017,,89,"['comedy', 'romance']",['US'],5.3,5.377,1.0,,,,,
tm306264,Secrets of Deception,MOVIE,2017,R,76,"['thriller', 'action', 'crime', 'drama']",['US'],4.3,6.504,1.0,,,,,
tm306267,Land of the Gods,MOVIE,2016,,92,['drama'],"['IN', 'RS']",7.2,1.829,1.0,,,,,
tm306301,Piercing,MOVIE,2018,R,82,"['thriller', 'horror']","['US', 'FR']",5.5,8.611,,,,,1.0,
tm306482,Sobibor,MOVIE,2018,R,110,"['drama', 'history', 'thriller', 'war', 'european']",['RU'],6.4,13.165,1.0,,,,,
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,PG-13,68,['comedy'],['US'],7.2,4.794,,,,,1.0,
tm306680,Grillo vs Grillo,MOVIE,2017,,95,"['comedy', 'european']",['XX'],5.3,1.123,,,,,1.0,
tm306717,Lean on Pete,MOVIE,2018,R,121,"['drama', 'sport', 'family']",['GB'],7.2,8.408,,,,1.0,,
tm306737,Under the Smoky Roof,MOVIE,2017,,90,"['family', 'drama']",['IR'],5.4,0.6,1.0,,,,,
tm306811,Casting JonBenet,MOVIE,2017,,81,"['documentation', 'crime', 'drama']","['US', 'AU']",6.1,12.107,,,,,1.0,
tm306872,Loyal Opposition,MOVIE,1998,,120,"['thriller', 'drama', 'action']","['US', 'CA']",3.1,1.195,1.0,,,,,
tm307063,Chavela,MOVIE,2017,,93,"['documentation', 'music', 'history', 'european']","['ES', 'US', 'MX']",7.7,5.292,1.0,,,,,
tm307077,Night Hunter,MOVIE,2019,R,95,"['thriller', 'crime', 'drama', 'action']","['GB', 'US', 'CA']",5.9,26.308,1.0,,,,,
tm30721,Love Lies Bleeding,MOVIE,2008,R,94,['thriller'],['US'],,5.443,1.0,,,,,
tm307239,Gook,MOVIE,2017,,94,['drama'],['US'],7.0,3.322,1.0,,,,,
tm307249,Ash Is Purest White,MOVIE,2018,,141,"['drama', 'romance', 'crime']","['JP', 'CN', 'FR']",7.0,8.453,1.0,,,,,
tm307280,The Beach Bum,MOVIE,2019,R,95,"['comedy', 'european']","['US', 'FR', 'CH', 'GB']",5.5,13.802,,,,1.0,,
tm307283,Cargo,MOVIE,2017,,105,"['drama', 'thriller', 'scifi', 'horror']",['AU'],6.3,18.142,,,,,1.0,
tm307353,City of Shadows,MOVIE,1987,R,92,"['action', 'thriller', 'scifi']",['CA'],4.9,1.094,1.0,,,,,
tm30736,Priceless,MOVIE,2006,PG-13,104,"['drama', 'comedy', 'european', 'romance']",['FR'],7.0,7.091,1.0,,,,,
tm307369,Mad to Be Normal,MOVIE,2017,,106,"['drama', 'history']",['GB'],6.0,2.725,1.0,,,,,
tm307383,Ghost Hunting,MOVIE,2017,,94,"['documentation', 'european']","['FR', 'PS', 'CH', 'QA']",7.1,1.897,,,,,1.0,
tm307407,Wonder Wheel,MOVIE,2017,PG-13,101,"['romance', 'drama']",['US'],6.2,9.444,1.0,,,,,
tm307408,Calamity Jane: Legend of The West,MOVIE,2014,,82,"['documentation', 'history', 'drama', 'western', 'european']",['FR'],8.0,0.84,1.0,,,,,
tm307479,Catching Hell in the City of Angels,MOVIE,2013,,96,['documentation'],['GB'],6.6,0.6,1.0,,,,,
tm307501,A Star-Spangled Story: Battle for America,MOVIE,2014,,51,"['documentation', 'history']",['US'],7.8,0.6,,,,,,1.0
tm307515,Amar,MOVIE,2017,,105,"['romance', 'drama', 'european']","['US', 'ES']",5.1,5.105,,,,,1.0,
tm307537,I Beheld His Glory,MOVIE,1953,,56,"['family', 'drama']",['US'],6.8,0.683,1.0,,,,,
tm307551,Katherine Ryan: In Trouble,MOVIE,2017,,63,['comedy'],['GB'],7.0,3.886,,,,,1.0,
tm307596,Taken Heart,MOVIE,2017,,89,"['thriller', 'drama', 'action', 'crime']",['US'],4.1,5.25,1.0,,,,,
tm307612,Strong Island,MOVIE,2017,,107,"['documentation', 'crime']",['US'],6.4,4.287,,,,,1.0,
tm307646,Team Thor: Part 2,MOVIE,2017,PG,5,['fantasy'],['US'],,12.593,,,1.0,,,
tm307673,The Obama Years: The Power of Words,MOVIE,2017,,51,['documentation'],[],7.0,0.6,,,,,,1.0
tm307698,My Ex & Whys,MOVIE,2017,,120,"['romance', 'drama']",['PH'],6.0,2.605,,,,,1.0,
tm307741,Searching for Augusta,MOVIE,2014,PG,74,['documentation'],"['BE', 'US']",,0.6,1.0,,,,,
tm307746,Cuck,MOVIE,2016,,8,"['comedy', 'drama', 'crime', 'thriller']",['US'],5.8,1.4,,,,,,1.0
tm307751,Jab Harry Met Sejal,MOVIE,2017,PG,200,"['drama', 'romance', 'comedy']",['IN'],5.0,8.529,,,,,1.0,
tm30776,Red,MOVIE,2008,R,93,"['drama', 'thriller', 'european']",['US'],7.0,10.924,,,,1.0,,
tm307761,Toilet: A Love Story,MOVIE,2017,,155,"['comedy', 'drama', 'romance']",['IN'],7.2,5.129,,,,,1.0,
tm307767,Baadshaho,MOVIE,2017,,136,"['action', 'thriller']",['IN'],4.9,4.073,,,,,1.0,
tm30777,Gli onorevoli,MOVIE,1963,,98,"['comedy', 'european']",['IT'],6.8,2.89,1.0,,,,,
tm307774,Jagga Jasoos,MOVIE,2017,PG,180,"['comedy', 'thriller', 'romance', 'action']",['IN'],6.3,6.005,,,,,1.0,
tm307776,Secret Superstar,MOVIE,2017,,150,"['drama', 'music']",['IN'],7.8,9.7,,,,,1.0,
tm307780,Noor,MOVIE,2017,,116,"['romance', 'comedy', 'drama']",['IN'],4.0,2.556,1.0,,,,,
tm307791,Tubelight,MOVIE,2017,,136,"['drama', 'war']",['IN'],4.0,4.687,1.0,,,,,
tm307799,Tiger Zinda Hai,MOVIE,2017,PG,165,"['thriller', 'action']",['IN'],5.9,5.606,1.0,,,,,
tm307835,The Last Photograph,MOVIE,2017,,85,['drama'],['GB'],5.6,3.471,1.0,,,,,
tm307843,Angamaly Diaries,MOVIE,2017,,132,"['drama', 'thriller', 'action', 'comedy']",['IN'],7.9,3.606,,,,,1.0,
tm307910,What the Health,MOVIE,2017,,97,['documentation'],['US'],7.4,8.27,,,,,1.0,
tm307950,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,,71,['comedy'],['US'],7.5,3.804,,,,,1.0,
tm307976,Nick Di Paolo: Inflammatory,MOVIE,2017,,64,['comedy'],['US'],6.8,2.014,1.0,,,,,
tm307983,Dripping in Chocolate,MOVIE,2012,,90,"['crime', 'thriller', 'drama']","['AU', 'GB']",6.2,2.701,1.0,,,,,
tm307994,A Year in Port,MOVIE,2016,,86,"['documentation', 'european']",['ES'],6.7,0.6,1.0,,,,,
tm307997,Offline: Are You Ready for the Next Level?,MOVIE,2016,,88,"['action', 'comedy', 'european']",['DE'],5.0,16.734,,,,,1.0,
tm308068,Brazen Hussies,MOVIE,1996,,85,"['drama', 'comedy']",['GB'],6.2,1.797,1.0,,,,,
tm308090,Bill Nye: Science Guy,MOVIE,2017,,95,['documentation'],['US'],6.5,2.776,,,,,1.0,
tm308123,The Nun,MOVIE,2018,R,97,"['thriller', 'horror']",['US'],5.3,63.496,,,,1.0,,
tm308160,Gender Revolution: A Journey with Katie Couric,MOVIE,2017,PG,90,['documentation'],['US'],5.8,4.169,,,1.0,,,
tm30821,The Great Escape,MOVIE,1963,,172,"['thriller', 'history', 'war', 'drama']",['US'],8.2,22.441,,,,1.0,,
tm308216,The Time of Their Lives,MOVIE,2017,,105,['comedy'],['GB'],6.0,4.679,1.0,,,,,1.0
tm308241,Legends of the Hidden Temple,MOVIE,2016,PG,68,"['action', 'family']",['US'],5.6,3.528,,,,,1.0,
tm308241,Legends of the Hidden Temple,MOVIE,2016,PG,68,['family'],['US'],5.7,6.75,,,,,,1.0
tm3083,The Memphis Belle: A Story of a Flying Fortress,MOVIE,1944,,45,"['war', 'documentation', 'history']",['US'],7.3,2.497,1.0,,,,,1.0
tm308304,Seeking Dolly Parton,MOVIE,2015,,97,"['romance', 'drama', 'comedy']",['US'],5.4,3.456,1.0,,,,,1.0
tm308363,Girls Like Us,MOVIE,2012,,74,"['comedy', 'drama', 'romance']",['US'],5.6,0.992,1.0,,,,,
tm308432,Story Of Queen: Mercury Rising,MOVIE,2011,,60,"['documentation', 'music']",['XX'],7.2,2.248,1.0,,,,,
tm308433,Risky Drinking,MOVIE,2016,,82,['documentation'],['US'],6.6,2.714,,,,1.0,,
tm30856,Motocrossed,MOVIE,2001,G,91,"['comedy', 'drama', 'action', 'family', 'sport']",['US'],6.5,8.259,,,1.0,,,
tm308754,The End,MOVIE,2004,,84,[],['US'],,1.091,,,,1.0,,
tm308757,Team Hot Wheels: The Skills to Thrill,MOVIE,2015,,45,['animation'],['US'],7.3,3.284,1.0,,,,,
tm30883,Lovecraft: Fear of the Unknown,MOVIE,2008,,90,['documentation'],['US'],7.2,4.838,1.0,,,,,
tm308849,"Don't Worry, He Won't Get Far on Foot",MOVIE,2018,R,114,"['drama', 'comedy', 'european']",['US'],6.8,16.002,1.0,,,,,
tm308866,City of Ghosts,MOVIE,2017,R,90,"['war', 'documentation']",['US'],7.4,8.834,1.0,,,,,
tm308874,The Sissy Duckling,MOVIE,1999,,34,"['animation', 'family']",['US'],5.5,1.555,,,,1.0,,
tm308877,Love of My Life,MOVIE,2017,,106,"['comedy', 'drama']",['CA'],5.2,3.63,,,,,,1.0
tm308880,The Avenue,MOVIE,2017,,81,['crime'],['US'],4.8,1.527,1.0,,,,,1.0
tm308909,Beah: A Black Woman Speaks,MOVIE,2003,,88,['documentation'],['US'],8.7,1.855,,,,1.0,,
tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,,57,"['comedy', 'documentation']",['GB'],6.5,0.955,,,,,1.0,
tm308960,Gina Yashere: Skinny B*tch,MOVIE,2008,,57,"['comedy', 'documentation']",['GB'],6.5,1.503,1.0,,,,,
tm308971,The Ghazi Attack,MOVIE,2017,PG,126,"['thriller', 'action', 'war']",['IN'],7.6,5.676,1.0,,,,,
tm309033,Hot Summer Nights,MOVIE,2018,R,107,"['drama', 'romance', 'comedy', 'crime']",['US'],6.3,15.177,,,,1.0,,
tm309049,Devil in the Dark,MOVIE,2017,,82,"['horror', 'thriller']",['CA'],4.7,7.879,1.0,,,,,
tm309115,Naam Shabana,MOVIE,2017,,147,"['thriller', 'action', 'drama']",['IN'],6.2,6.256,,,,,1.0,
tm309199,Jerrod Carmichael: 8,MOVIE,2017,R,59,['comedy'],['US'],7.4,1.947,,,,1.0,,
tm30928,Rugrats: Tales from the Crib: Three Jacks & A Beanstalk,MOVIE,2006,,72,"['animation', 'action']",['US'],,2.427,,,,,,1.0
tm309343,Custer's Last Stand,MOVIE,1936,,84,['western'],['GB'],4.4,0.6,1.0,,,,,
tm30942,Act of Valor,MOVIE,2012,,110,"['thriller', 'war', 'action', 'drama']",['US'],6.4,21.012,,,,1.0,,
tm30943,The Silent Army,MOVIE,2008,,115,"['thriller', 'european', 'drama']",['NL'],5.9,0.838,1.0,,,,,
tm309632,Padai Veeran,MOVIE,2018,,130,"['action', 'drama']",['IN'],6.1,1.194,1.0,,,,,
tm309655,The Lion King,MOVIE,2019,PG,118,"['drama', 'comedy', 'animation', 'family']",['US'],6.8,96.613,,,1.0,,,
tm309670,Winter Ridge,MOVIE,2018,,90,"['thriller', 'crime', 'drama']",['GB'],4.3,10.517,1.0,,,,,1.0
tm309774,Gintama,MOVIE,2017,PG-13,130,"['scifi', 'comedy', 'fantasy', 'history', 'action', 'animation']",['JP'],6.1,29.735,1.0,,,,,
tm309806,Rx,MOVIE,2017,,48,['drama'],['US'],8.2,0.6,1.0,,,,,
tm309845,Simran,MOVIE,2017,,125,"['drama', 'thriller', 'crime']",['IN'],5.2,2.433,1.0,,,,,
tm309903,The Little Vampire 3D,MOVIE,2017,,83,"['family', 'fantasy', 'comedy', 'animation', 'horror', 'european']","['DE', 'DK', 'NL', 'GB']",5.4,18.501,,,,,1.0,
tm309905,Love Contractually,MOVIE,2017,,98,"['drama', 'comedy', 'romance']","['CN', 'HK']",4.8,1.625,1.0,,,,,
tm30996,Dementia 13,MOVIE,1963,,75,"['horror', 'thriller']","['US', 'IE']",5.7,6.145,1.0,,,,,1.0
tm310057,Light of My Life,MOVIE,2019,R,119,"['drama', 'thriller', 'scifi']",['US'],6.6,11.891,1.0,,,,,
tm310091,Robin Hood,MOVIE,2018,PG-13,116,"['action', 'thriller', 'drama', 'fantasy']",['US'],5.3,29.823,,,,1.0,,
tm310165,Mann v. Ford,MOVIE,2011,G,105,['documentation'],['US'],6.9,2.072,,,,1.0,,
tm310197,Descendants 2,MOVIE,2017,G,111,"['fantasy', 'action', 'family', 'romance']",['US'],7.5,45.656,,,1.0,,,
tm310204,Diagnosis Bipolar: Five Families Search for Answers,MOVIE,2010,,48,['documentation'],['US'],5.4,1.4,,,,1.0,,
tm310214,Barbie Dreamtopia,MOVIE,2016,PG,44,"['animation', 'comedy', 'family']",['US'],6.0,7.182,1.0,,,,,
tm310215,Naachiyaar,MOVIE,2018,,100,"['thriller', 'drama', 'action']",['IN'],6.8,1.46,1.0,,,,,
tm310277,Don't Divorce Me! Kids' Rules for Parents on Divorce,MOVIE,2012,,30,"['documentation', 'drama', 'history']",['US'],6.6,0.624,,,,1.0,,
tm310279,Dirty Driving: Thundercars Of Indiana,MOVIE,2008,,68,"['sport', 'documentation']",['US'],7.0,1.868,,,,1.0,,
tm310307,Rock and a Hard Place,MOVIE,2016,,81,['documentation'],['US'],7.3,5.554,,,,1.0,,
tm310326,"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",MOVIE,2016,G,39,['documentation'],['US'],,1.533,,,,1.0,,
tm310355,Ear Buds: The Podcasting Documentary,MOVIE,2016,,106,['documentation'],['US'],6.5,1.338,1.0,,,,,
tm310372,Night Kaleidoscope,MOVIE,2017,,83,['horror'],['XX'],4.7,0.6,1.0,,,,,
tm310401,Daddy's Home 2,MOVIE,2017,PG-13,100,['comedy'],['US'],6.0,31.404,,,,,,1.0
tm310422,Americans Underground: Secret City of WWI,MOVIE,2017,,51,"['history', 'documentation']",['US'],7.1,0.6,,,,,,1.0
tm310461,Monochrome,MOVIE,2016,,113,"['thriller', 'drama']",['GB'],4.9,3.273,1.0,,,,,1.0
tm310514,Commando 2 -  The Black Money Trail,MOVIE,2017,,123,"['thriller', 'action']",['IN'],5.5,22.461,1.0,,,,,
tm310535,Baby Brokers,MOVIE,1994,,100,['drama'],['US'],5.4,1.52,1.0,,,,,
tm310542,Mommy Dead and Dearest,MOVIE,2017,,82,"['crime', 'documentation']",['US'],7.4,7.844,,,,1.0,,
tm310706,Extinction,MOVIE,2018,R,96,"['scifi', 'thriller', 'action', 'drama']",['US'],5.8,28.029,,,,,1.0,
tm310719,New Life,MOVIE,2016,PG,90,"['drama', 'documentation', 'war', 'romance']",['US'],6.7,5.694,1.0,,,,,
tm310755,Sapporo Winter Olympics,MOVIE,1972,,168,"['documentation', 'sport']",['JP'],7.2,1.088,,,,1.0,,
tm310775,Her Last Will,MOVIE,2016,,91,['thriller'],['US'],5.9,3.106,1.0,,,,,
tm310850,1 Mile To You,MOVIE,2017,,104,"['drama', 'romance', 'sport']",['US'],6.3,7.395,,,,,,1.0
tm310881,Friends at Last,MOVIE,1995,,91,['drama'],"['US', 'CA']",6.2,0.99,1.0,,,,,
tm310899,Mary Magdalene,MOVIE,2018,R,120,"['drama', 'history']","['US', 'AU', 'GB']",5.9,54.725,,,,,1.0,
tm310953,Sorry to Bother You,MOVIE,2018,R,111,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],6.9,10.334,,,,,1.0,
tm31101,Exit Speed,MOVIE,2008,R,93,['thriller'],['US'],5.2,4.538,1.0,,,,,
tm311193,Seeking a Man,MOVIE,2017,,100,"['romance', 'comedy', 'drama']",['EG'],6.3,1.676,,,,,1.0,
tm311264,Muqaddar Ka Faisla,MOVIE,1987,,172,"['action', 'comedy', 'drama', 'family']",['IN'],4.8,2.236,,,,,1.0,
tm311264,Muqaddar Ka Faisla,MOVIE,1987,,172,"['comedy', 'drama', 'family', 'action']",['IN'],4.8,1.825,1.0,,,,,
tm311283,Amy Schumer: The Leather Special,MOVIE,2017,,57,['comedy'],['US'],3.1,5.336,,,,,1.0,
tm311319,Manhunt,MOVIE,2017,,106,"['thriller', 'action', 'crime']","['HK', 'CN']",5.2,11.686,,,,,1.0,
tm311329,Lift,MOVIE,2016,,76,"['drama', 'comedy']",['IE'],7.6,1.354,1.0,,,,,1.0
tm31135,Determination of Death,MOVIE,2002,PG-13,96,"['crime', 'drama']",['US'],4.9,1.404,1.0,,,,,
tm311373,All Summers End,MOVIE,2017,,82,"['drama', 'romance']",['US'],6.1,7.603,1.0,,,,,1.0
tm311456,Sen Benim HerŞeyimsin,MOVIE,2016,,107,['comedy'],['TR'],6.2,3.082,,,,,1.0,
tm311494,Slam,MOVIE,2016,,100,"['comedy', 'romance', 'drama', 'european']",['IT'],6.1,11.308,,,,,1.0,
tm311499,O Crime da Gávea,MOVIE,2017,,78,"['drama', 'thriller']",['BR'],4.9,0.809,1.0,,,,,
tm311514,The Latino List,MOVIE,2011,PG,60,['documentation'],['US'],6.9,3.133,,,,1.0,,
tm311516,Koi Aap Sa,MOVIE,2005,,142,"['romance', 'drama', 'comedy']",['IN'],5.5,1.445,,,,,1.0,
tm311531,From Japan to Egypt,MOVIE,2017,G,100,['comedy'],['EG'],,0.853,1.0,,,,,
tm311548,Sabapathy,MOVIE,1941,G,158,['comedy'],['IN'],7.1,3.088,1.0,,,,,
tm311579,May It Last: A Portrait of the Avett Brothers,MOVIE,2017,,107,"['music', 'documentation']",['US'],8.3,1.943,,,,1.0,,
tm311601,Tartarus,MOVIE,2005,,77,['horror'],['US'],4.2,1.333,1.0,,,,,
tm311657,The Haunting of Mia Moss,MOVIE,2017,,89,['horror'],['US'],4.4,1.079,1.0,,,,,
tm311715,M.F.A.,MOVIE,2017,,93,"['thriller', 'drama', 'horror']",['US'],5.9,11.093,1.0,,,,,
tm311732,Meth Storm,MOVIE,2017,,96,['documentation'],['US'],6.6,1.96,,,,1.0,,
tm311789,The Most Hated Woman in America,MOVIE,2017,,91,"['drama', 'history']",['US'],6.1,11.32,,,,,1.0,
tm31181,In Search of Mozart,MOVIE,2006,,129,"['music', 'documentation']",['GB'],7.3,1.114,1.0,,,,,
tm311815,Icarus,MOVIE,2017,,121,"['documentation', 'thriller', 'sport']",['US'],7.9,9.623,,,,,1.0,
tm311818,Baltimore Rising,MOVIE,2017,,93,['documentation'],['US'],6.3,2.834,,,,1.0,,
tm311821,10 Year Reunion,MOVIE,2016,,83,['thriller'],['US'],4.4,3.646,1.0,,,,,
tm311840,"If You're Not In The Obit, Eat Breakfast",MOVIE,2017,PG-13,90,['documentation'],['US'],7.5,3.234,,,,1.0,,
tm31189,The Spiderwick Chronicles,MOVIE,2008,PG,95,"['family', 'action', 'fantasy', 'thriller', 'drama']",['US'],6.5,29.025,,,,1.0,,
tm311898,Small Crimes,MOVIE,2017,,95,"['drama', 'comedy', 'thriller', 'crime']","['CA', 'US']",5.8,9.738,,,,,1.0,
tm311902,Jim Norton: Mouthful of Shame,MOVIE,2017,,61,['comedy'],['US'],7.0,2.513,,,,,1.0,
tm311911,Madame,MOVIE,2017,,91,"['drama', 'documentation', 'history', 'romance', 'comedy', 'european']",['FR'],6.1,14.766,1.0,,,,,
tm311921,Small Town Crime,MOVIE,2018,R,91,"['thriller', 'crime']",['US'],6.6,6.617,,,,1.0,,
tm311927,"Blood, Sand & Gold",MOVIE,2017,,90,['action'],"['CH', 'AE', 'US', 'HK', 'MX', 'MA']",3.8,5.823,1.0,,,,,1.0
tm311995,The Battleship Island,MOVIE,2017,PG-13,132,"['drama', 'action', 'history']",['KR'],7.1,27.413,,,,,1.0,
tm312100,2 pigeons,MOVIE,2017,,80,"['thriller', 'horror', 'comedy']",['GB'],5.5,3.332,1.0,,,,,1.0
tm312274,Great Plains,MOVIE,2016,,90,['drama'],['US'],5.4,1.742,1.0,,,,,
tm312351,96 Souls,MOVIE,2016,,112,"['scifi', 'thriller', 'drama']",['US'],6.7,3.596,1.0,,,,,1.0
tm31247,Madagascar: Escape 2 Africa,MOVIE,2008,PG,89,"['comedy', 'animation', 'family']",['US'],6.6,65.536,,,,1.0,,
tm312471,Andre the Giant,MOVIE,2018,,85,"['drama', 'sport', 'documentation']",['US'],7.8,10.225,,,,1.0,,
tm31256,Mere Jeevan Saathi,MOVIE,2006,,125,"['romance', 'drama', 'music']",['IN'],3.3,1.4,1.0,,,,,
tm312570,Treasure Chest Of Horrors,MOVIE,2012,,70,"['horror', 'comedy']",['US'],2.9,1.4,1.0,,,,,
tm312577,Fullmetal Alchemist,MOVIE,2017,PG-13,135,"['fantasy', 'scifi', 'action']",['JP'],5.2,15.705,,,,,1.0,
tm31258,The Eye,MOVIE,2008,PG-13,98,"['horror', 'thriller', 'drama', 'documentation', 'european']",['US'],5.4,16.829,,,,1.0,,
tm312592,Abducted: The Jocelyn Shaker Story,MOVIE,2015,,87,['thriller'],['US'],5.1,2.557,1.0,,,,,
tm312623,Fahim Anwar: There's No Business Like Show Business,MOVIE,2017,,65,['comedy'],['US'],7.2,1.842,1.0,,,,,
tm312676,Leave No Trace,MOVIE,2018,PG,109,['drama'],"['CA', 'US']",7.1,14.795,,,,,1.0,
